"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D"," +EI TIC Scan 001-CoTXSS1.D "
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"78" ,12.363,12.412,12.446,527550.74,1283510.70,12.22,9.61,1.04,0.083,0.039,204248.00,341428.00,12.363,12.371,12.437,12.446,195740.43,197327.02,0.97,724243.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"79" ,12.446,12.479,12.570,423576.22,1144799.65,10.90,7.71,0.92,0.124,0.040,341428.00,224611.00,12.437,12.446,12.520,12.578,197327.02,199707.05,0.91,621538.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"80" ,12.570,12.595,12.631,52799.20,119586.84,1.14,0.96,0.10,0.061,0.042,224611.00,200880.31,12.520,12.578,12.661,12.785,199707.05,200880.31,0.43,252982.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"81" ,12.835,12.992,13.058,61689.61,298984.34,2.85,1.12,0.24,0.223,0.041,202918.10,212488.00,12.661,12.785,13.025,13.075,202918.10,206133.42,0.54,266869.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"82" ,13.058,13.133,13.183,4131018.49,10503449.30,100.00,75.24,8.48,0.124,0.040,212488.00,395595.00,13.025,13.075,13.183,13.191,206470.87,208123.76,1.03,4338481.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"83" ,13.183,13.224,13.315,1642407.42,4203265.31,40.02,29.91,3.39,0.132,0.039,395595.00,209885.14,13.183,13.191,13.323,13.373,208123.76,209885.14,0.96,1851082.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"84" ,13.423,13.506,13.580,2003718.77,5993243.45,57.06,36.49,4.84,0.157,0.042,226860.00,270059.00,13.323,13.373,13.580,13.588,211412.89,212148.82,1.28,2215519.00,,,  ,95.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"85" ,13.580,13.622,13.677,255915.47,691280.50,6.58,4.66,0.56,0.097,0.042,270059.00,212602.70,13.580,13.588,13.680,13.713,212148.82,212602.70,0.97,468258.00,,,  ,169.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"86" ,13.710,13.812,13.916,87259.57,397503.44,3.78,1.59,0.32,0.206,0.097,212757.71,213720.32,13.680,13.713,13.920,14.003,212757.71,213720.32,0.50,300493.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"87" ,14.234,14.276,14.317,81053.18,161793.97,1.54,1.48,0.13,0.083,0.031,214114.00,234030.00,14.061,14.119,14.301,14.326,210700.95,234030.00,1.97,303421.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"88" ,15.261,15.311,15.336,255658.83,508385.51,4.84,4.66,0.41,0.075,0.122,674145.00,823424.00,14.880,14.914,15.369,15.419,662730.29,711803.59,4.70,951101.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D"," +EI TIC Scan 002-CoTXSS2.D "
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"1" ,3.112,3.170,3.203,213926.20,727870.70,9.64,4.09,0.68,0.091,0.090,286979.00,314658.00,3.112,3.120,3.186,3.219,199974.80,199974.80,0.86,413901.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"2" ,3.203,3.236,3.253,189934.20,440810.86,5.84,3.63,0.41,0.050,0.075,314658.00,338214.00,3.186,3.219,3.253,3.261,199974.80,199974.80,0.50,389909.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"3" ,3.253,3.269,3.327,409761.20,803428.43,10.65,7.84,0.75,0.075,0.021,338214.00,280248.00,3.253,3.261,3.302,3.327,199974.80,199974.80,3.50,609736.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"4" ,3.327,3.352,3.435,672288.20,1953781.54,25.89,12.86,1.82,0.108,0.045,280248.00,305756.00,3.302,3.327,3.427,3.435,199974.80,199974.80,1.67,872263.00,,,  ,140.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"5" ,3.435,3.451,3.484,196700.20,385028.14,5.10,3.76,0.36,0.050,0.040,305756.00,281227.00,3.427,3.435,3.468,3.484,199974.80,199974.80,1.33,396675.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"6" ,3.484,3.501,3.542,124057.20,357588.47,4.74,2.37,0.33,0.058,0.075,281227.00,276168.00,3.468,3.484,3.534,3.542,199974.80,199974.80,1.25,324032.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"7" ,3.542,3.559,3.592,524010.20,750803.06,9.95,10.02,0.70,0.050,0.021,276168.00,290381.00,3.534,3.542,3.584,3.592,199974.80,199974.80,1.33,723985.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"8" ,3.592,3.625,3.667,385915.20,857739.96,11.37,7.38,0.80,0.075,0.032,290381.00,299901.00,3.584,3.592,3.658,3.667,199974.80,199974.80,1.00,585890.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"9" ,3.667,3.683,3.750,525973.20,1042952.02,13.82,10.06,0.97,0.083,0.022,299901.00,230459.00,3.658,3.667,3.750,3.758,199974.80,199974.80,2.55,725948.00,,,  ,110.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"10" ,3.783,3.799,3.841,822757.20,863719.35,11.44,15.74,0.80,0.058,0.014,267246.00,202119.00,3.750,3.758,3.865,3.882,199974.80,199974.80,1.22,1022732.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"11" ,3.951,3.981,4.056,2054620.72,3219869.59,42.67,39.30,3.00,0.105,0.019,219303.93,269278.00,3.915,3.940,4.039,4.056,219303.93,220203.87,3.10,2274187.00,,,  ,95.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"12" ,4.056,4.073,4.131,379927.41,762878.30,10.11,7.27,0.71,0.075,0.031,269278.00,220842.08,4.039,4.056,4.139,4.147,220203.87,220842.08,1.43,600273.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"13" ,4.152,4.172,4.197,528307.23,569552.55,7.55,10.11,0.53,0.045,0.017,221024.82,253887.00,4.139,4.147,4.197,4.213,221024.82,221408.35,1.12,749503.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"14" ,4.213,4.230,4.313,716648.35,1499277.83,19.87,13.71,1.40,0.099,0.045,254706.00,248611.00,4.197,4.213,4.296,4.313,221549.93,222400.11,4.11,938340.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"15" ,4.313,4.354,4.395,703198.59,1032499.91,13.68,13.45,0.96,0.083,0.018,248611.00,255011.00,4.296,4.313,4.387,4.395,222400.11,223108.57,0.86,925953.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"16" ,4.395,4.412,4.429,173630.71,204098.94,2.70,3.32,0.19,0.033,0.020,255011.00,279431.00,4.387,4.395,4.429,4.437,223108.57,223392.01,1.00,396881.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"17" ,4.429,4.453,4.469,134200.41,183768.53,2.44,2.57,0.17,0.041,0.028,279431.00,223740.55,4.429,4.437,4.462,4.470,223392.01,223740.55,0.55,357805.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"18" ,4.470,4.487,4.520,194769.11,228977.65,3.03,3.73,0.21,0.049,0.016,223748.52,234554.00,4.462,4.470,4.520,4.528,223748.52,224171.33,2.13,418657.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"19" ,4.520,4.545,4.585,263697.09,283525.81,3.76,5.04,0.26,0.065,0.014,234554.00,224728.34,4.520,4.528,4.586,4.594,224171.33,224728.34,1.00,488081.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"20" ,4.652,4.669,4.718,1224647.48,1179314.79,15.63,23.42,1.10,0.066,0.014,345752.00,229434.00,4.627,4.636,4.694,4.743,225304.94,225871.68,0.96,1450094.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"21" ,4.739,4.760,4.822,784654.16,1305320.59,17.30,15.01,1.22,0.083,0.029,226048.70,226761.01,4.694,4.743,4.818,4.826,226048.70,226761.01,2.44,1010880.00,,,  ,219.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"22" ,4.859,4.884,4.917,4969311.40,6105428.70,80.90,95.05,5.69,0.058,0.018,303380.00,358458.00,4.818,4.826,4.909,4.917,227076.02,227572.04,0.73,5196600.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"23" ,4.917,4.942,4.972,380804.52,617819.87,8.19,7.28,0.58,0.054,0.021,358458.00,228038.17,4.909,4.917,5.008,5.025,227572.04,228038.17,0.66,608589.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"24" ,5.091,5.108,5.157,4801892.61,4522184.83,59.92,91.85,4.21,0.066,0.014,382813.00,229806.00,5.008,5.025,5.157,5.182,229059.82,229626.56,1.03,5031094.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"25" ,5.180,5.199,5.222,372345.35,349491.10,4.63,7.12,0.33,0.041,0.015,235204.15,235540.83,5.157,5.182,5.215,5.257,235204.15,235540.83,0.98,607702.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"26" ,5.258,5.282,5.323,144804.27,326736.04,4.33,2.77,0.30,0.065,0.044,235837.45,237265.00,5.215,5.257,5.323,5.340,235837.45,236364.64,1.82,380833.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"27" ,5.344,5.356,5.387,129522.53,142975.08,1.89,2.48,0.13,0.043,0.015,236535.31,236883.41,5.323,5.340,5.398,5.406,236535.31,236883.41,3.45,366156.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"28" ,5.439,5.456,5.497,1037706.29,1080668.86,14.32,19.85,1.01,0.058,0.016,232861.68,244682.00,5.398,5.406,5.489,5.514,232861.68,234147.91,1.75,1270932.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"29" ,5.497,5.538,5.555,2859544.53,3053187.61,40.46,54.70,2.85,0.058,0.017,244682.00,271897.00,5.489,5.514,5.555,5.563,234147.91,235439.13,0.69,3094615.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"30" ,5.588,5.638,5.679,5228135.74,7546787.85,100.00,100.00,7.03,0.091,0.018,287772.00,409334.00,5.555,5.563,5.671,5.679,236177.18,238206.45,0.85,5465420.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"31" ,5.704,5.729,5.762,3472754.47,3548510.59,47.02,66.42,3.31,0.058,0.015,493862.00,268224.00,5.671,5.679,5.762,5.779,238759.99,240051.21,0.92,3712068.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"32" ,5.762,5.803,5.820,395364.22,528975.96,7.01,7.56,0.49,0.058,0.018,268224.00,245984.00,5.762,5.779,5.820,5.828,240051.21,241342.80,0.31,636338.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"33" ,5.820,5.837,5.852,110738.54,90484.64,1.20,2.12,0.08,0.032,0.015,245984.00,242058.32,5.820,5.828,5.853,5.878,241342.80,242058.32,0.96,352450.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"34" ,5.895,5.911,5.925,115129.28,76912.50,1.02,2.20,0.07,0.030,0.013,243594.85,244471.69,5.853,5.878,5.919,5.928,243594.85,244471.69,0.79,359188.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"35" ,5.929,5.952,6.001,3152261.71,3251048.02,43.08,60.29,3.03,0.073,0.014,244577.02,246737.80,5.919,5.928,6.052,6.060,244577.02,246737.80,1.54,3397548.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"36" ,6.063,6.077,6.147,208751.23,428618.79,5.68,3.99,0.40,0.084,0.042,243609.47,246076.94,6.052,6.060,6.151,6.176,243609.47,246076.94,5.13,452762.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"37" ,6.176,6.209,6.224,188619.25,227154.93,3.01,3.61,0.21,0.048,0.026,241171.53,241054.80,6.151,6.176,6.226,6.234,241171.53,241054.80,0.41,429711.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"38" ,6.317,6.358,6.411,2468408.78,2728600.06,36.16,47.21,2.54,0.095,0.016,268360.00,240601.31,6.259,6.300,6.416,6.433,240830.66,240601.31,0.94,2709139.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"39" ,6.474,6.499,6.567,293401.18,756564.39,10.02,5.61,0.71,0.093,0.050,244913.00,240223.78,6.466,6.474,6.565,6.574,240449.08,240223.78,2.90,533790.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"40" ,6.575,6.623,6.681,2915363.45,4195364.07,55.59,55.76,3.91,0.107,0.019,240205.51,319407.00,6.565,6.574,6.714,6.731,240205.51,239946.98,0.97,3155451.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"41" ,6.723,6.756,6.798,1235529.76,1470044.36,19.48,23.63,1.37,0.075,0.018,279184.00,239663.68,6.714,6.731,6.814,6.830,239846.59,239663.68,0.70,1475296.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"42" ,6.880,6.897,6.979,190828.97,350350.09,4.64,3.65,0.33,0.099,0.026,236861.04,234698.00,6.872,6.880,6.955,6.979,236861.04,233763.40,3.73,427177.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"43" ,6.980,7.029,7.054,966030.52,1355300.16,17.96,18.48,1.26,0.074,0.020,235351.19,305905.00,6.955,6.979,7.046,7.054,235351.19,233076.90,0.66,1199867.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"44" ,7.054,7.079,7.137,1501690.18,2564787.11,33.99,28.72,2.39,0.083,0.020,305905.00,260515.00,7.046,7.054,7.128,7.137,233076.90,230545.46,3.03,1734008.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"45" ,7.137,7.170,7.225,1084599.82,2011085.36,26.65,20.75,1.87,0.088,0.029,260515.00,227854.20,7.128,7.137,7.261,7.294,230545.46,227854.20,0.84,1314133.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"46" ,7.301,7.319,7.404,243015.60,559386.74,7.41,4.65,0.52,0.103,0.026,224662.03,221681.37,7.261,7.294,7.402,7.418,224662.03,221681.37,5.05,467168.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"47" ,7.419,7.451,7.509,369067.54,703886.19,9.33,7.06,0.66,0.091,0.020,221262.98,245751.00,7.402,7.418,7.518,7.526,221262.98,218639.26,2.20,589385.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"48" ,7.529,7.551,7.570,153048.98,163591.99,2.17,2.93,0.15,0.041,0.018,218062.26,216876.15,7.518,7.526,7.567,7.584,218062.26,216876.15,0.85,370490.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"49" ,7.586,7.617,7.670,532423.93,804833.95,10.66,10.18,0.75,0.084,0.021,216418.94,213992.36,7.567,7.584,7.683,7.708,216418.94,213992.36,1.11,747947.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"50" ,7.755,7.774,7.853,166878.23,440405.34,5.84,3.19,0.41,0.097,0.034,212089.69,208489.94,7.683,7.708,7.866,7.882,212089.69,208489.94,4.66,378260.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"51" ,7.889,7.924,7.935,48784.41,86174.24,1.14,0.93,0.08,0.046,0.034,207156.95,205448.32,7.866,7.882,7.932,7.948,207156.95,205448.32,0.26,254648.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"52" ,7.947,8.006,8.022,70342.68,116153.68,1.54,1.35,0.11,0.076,0.054,200963.74,198362.07,7.932,7.948,8.023,8.031,200963.74,198362.07,0.26,269256.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"53" ,8.032,8.048,8.073,143390.67,177106.57,2.35,2.74,0.17,0.040,0.020,198018.74,214957.00,8.023,8.031,8.073,8.081,198018.74,196635.51,2.49,340880.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"54" ,8.073,8.106,8.153,411590.69,660254.21,8.75,7.87,0.62,0.081,0.023,214957.00,193866.52,8.073,8.081,8.147,8.164,196635.51,193866.52,1.31,607087.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"55" ,8.255,8.288,8.387,1884819.51,2759873.79,36.57,36.05,2.57,0.132,0.022,190499.30,186651.85,8.230,8.255,8.387,8.404,190499.30,186651.85,1.15,2074368.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"56" ,8.406,8.445,8.477,328690.45,529146.95,7.01,6.29,0.49,0.071,0.024,188026.43,187043.41,8.387,8.404,8.561,8.578,188026.43,187043.41,0.61,516175.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"57" ,8.603,8.644,8.698,475153.23,832394.47,11.03,9.09,0.78,0.096,0.025,220817.00,186329.50,8.561,8.578,8.710,8.785,187603.57,186329.50,0.87,662205.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"58" ,8.810,8.835,8.888,97339.78,225961.98,2.99,1.86,0.21,0.078,0.037,186388.73,185758.08,8.710,8.785,8.884,8.926,186388.73,185758.08,2.02,283528.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"59" ,8.926,8.959,9.050,2048713.62,3368391.76,44.63,39.19,3.14,0.124,0.024,191112.00,187360.00,8.884,8.926,9.033,9.058,185452.84,184450.00,0.93,2233899.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"60" ,9.050,9.083,9.133,543196.33,927149.42,12.29,10.39,0.86,0.083,0.026,187360.00,189510.00,9.033,9.058,9.124,9.141,184450.00,183781.48,1.48,727379.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"61" ,9.133,9.182,9.216,188114.58,391795.28,5.19,3.60,0.37,0.083,0.029,189510.00,204221.00,9.124,9.141,9.207,9.224,183781.48,183112.96,1.01,371495.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"62" ,9.216,9.249,9.278,199750.36,368223.14,4.88,3.82,0.34,0.062,0.029,204221.00,182610.06,9.207,9.224,9.290,9.365,183112.96,182610.06,0.54,382596.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"63" ,9.375,9.406,9.423,217916.40,351712.70,4.66,4.17,0.33,0.048,0.029,179204.48,271241.00,9.290,9.365,9.423,9.431,179204.48,179007.09,1.00,396992.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"64" ,9.423,9.447,9.549,144694.78,511295.16,6.78,2.77,0.48,0.126,0.053,271241.00,178484.07,9.423,9.431,9.538,9.563,179007.09,178484.07,3.28,323599.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"65" ,9.605,9.654,9.762,405353.93,944742.95,12.52,7.75,0.88,0.157,0.030,193676.00,182812.00,9.596,9.613,9.754,9.787,178252.82,177601.36,1.46,583401.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"66" ,9.837,9.903,10.011,408469.46,1028014.78,13.62,7.81,0.96,0.174,0.032,181389.00,176570.99,9.820,9.845,10.011,10.035,177292.80,176570.99,0.96,585488.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"67" ,10.087,10.143,10.259,135377.30,633106.98,8.39,2.59,0.59,0.172,0.094,175720.76,178205.00,10.069,10.093,10.251,10.284,175720.76,175729.78,2.04,311101.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"68" ,10.285,10.325,10.383,69196.75,211709.89,2.81,1.32,0.20,0.098,0.049,175731.16,179240.00,10.251,10.284,10.367,10.392,175731.16,175736.29,1.37,244930.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"69" ,10.383,10.433,10.486,179270.10,539021.46,7.14,3.43,0.50,0.103,0.050,179240.00,175741.70,10.367,10.392,10.491,10.549,175736.29,175741.70,1.00,355009.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"70" ,10.592,10.632,10.667,69620.66,140546.76,1.86,1.33,0.13,0.075,0.032,178121.87,178608.82,10.491,10.549,10.681,10.731,178121.87,178608.82,0.98,248000.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"71" ,10.836,10.872,10.981,70688.43,271532.75,3.60,1.35,0.25,0.146,0.055,179700.49,180643.92,10.756,10.822,10.996,11.071,179700.49,180643.92,2.88,250623.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"72" ,11.089,11.129,11.145,83813.92,169926.50,2.25,1.60,0.16,0.056,0.046,181339.55,224420.00,10.996,11.071,11.145,11.153,181339.55,181704.36,0.74,265411.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"73" ,11.145,11.228,11.269,430659.35,1276279.54,16.91,8.24,1.19,0.124,0.039,224420.00,182508.67,11.145,11.153,11.278,11.336,181704.36,182508.67,0.38,612900.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"74" ,11.402,11.476,11.525,1188328.82,2733407.58,36.22,22.73,2.55,0.123,0.034,200587.00,188058.54,11.278,11.336,11.534,11.626,186510.45,188058.54,0.74,1375780.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"75" ,11.616,11.675,11.775,66162.31,305421.99,4.05,1.27,0.28,0.159,0.077,173267.08,181407.00,11.534,11.626,11.758,11.882,173267.08,180275.88,2.13,242053.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"76" ,11.882,11.948,11.990,275020.65,730897.35,9.68,5.26,0.68,0.107,0.039,189234.36,224105.00,11.758,11.882,11.982,11.998,189234.36,191155.83,1.10,465436.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"77" ,11.990,12.040,12.064,483204.90,1138185.40,15.08,9.24,1.06,0.075,0.052,224105.00,448040.00,11.982,11.998,12.064,12.073,191155.83,192488.38,0.88,675249.00,,,  ,218.3,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"78" ,12.064,12.081,12.147,339258.43,827726.66,10.97,6.49,0.77,0.083,0.040,448040.00,214802.00,12.064,12.073,12.131,12.180,192488.38,193969.03,2.76,532043.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"79" ,12.147,12.271,12.346,61484.85,501103.47,6.64,1.18,0.47,0.199,0.178,214802.00,232542.00,12.131,12.180,12.313,12.363,193969.03,197522.71,0.65,257675.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\002-CoTXSS2.D" ,"80" ,12.346,12.404,12.437,295087.93,824639.90,10.93,5.64,0.77,0.091,0.045,232542.00,319067.00,12.313,12.363,12.437,12.445,197522.71,199151.45,0.45,493647.00,,,  ,207.1,,,,,,,,,,,
