"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D"," +EI TIC Scan 001-CoTXSS1.D "
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"17" ,4.917,4.942,4.972,454068.88,812760.36,8.36,10.67,0.96,0.055,0.037,479590.00,256692.31,4.909,4.934,5.000,5.083,254772.83,256692.31,0.65,709713.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"18" ,5.092,5.108,5.132,1285347.62,1000336.58,10.28,30.20,1.19,0.040,0.014,257119.05,258719.41,5.000,5.083,5.158,5.182,257119.05,258719.41,1.01,1543115.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"19" ,5.257,5.274,5.323,154678.60,342327.32,3.52,3.63,0.41,0.066,0.044,199600.00,229878.00,5.207,5.257,5.323,5.348,199600.00,229878.00,4.62,361850.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"20" ,5.443,5.456,5.489,334714.58,374608.12,3.85,7.86,0.44,0.045,0.019,253255.70,255082.19,5.390,5.406,5.489,5.514,253255.70,255082.19,2.95,588468.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"21" ,5.506,5.539,5.555,1711166.03,1740210.31,17.89,40.20,2.06,0.049,0.017,255776.82,264674.00,5.489,5.514,5.555,5.563,255776.82,257758.61,0.74,1968257.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"22" ,5.588,5.638,5.713,4256447.84,9727425.73,100.00,100.00,11.54,0.124,0.026,303291.00,652041.00,5.555,5.563,5.704,5.713,259093.23,264099.89,1.65,4517544.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"23" ,5.713,5.729,5.762,1869911.46,2204751.40,22.67,43.93,2.62,0.050,0.017,652041.00,377524.00,5.704,5.713,5.762,5.779,264099.89,266102.15,1.04,2134679.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"24" ,5.762,5.804,5.820,458789.74,724513.82,7.45,10.78,0.86,0.058,0.019,377524.00,314118.00,5.762,5.779,5.820,5.828,266102.15,268438.91,0.60,726561.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"25" ,5.820,5.837,5.928,141017.12,412573.72,4.24,3.31,0.49,0.108,0.086,314118.00,295431.00,5.820,5.828,5.853,5.928,268438.91,272777.25,5.50,410123.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"26" ,5.928,5.953,6.011,1945044.57,2085084.18,21.44,45.70,2.47,0.083,0.014,295431.00,281228.00,5.853,5.928,6.002,6.069,267682.26,270206.16,1.19,2213484.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"27" ,6.053,6.102,6.150,181143.06,355331.31,3.65,4.26,0.42,0.097,0.042,269116.23,270720.60,6.002,6.069,6.151,6.176,269116.23,270720.60,1.36,451071.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"28" ,6.177,6.209,6.224,144709.96,192931.94,1.98,3.40,0.23,0.047,0.031,268151.77,267412.03,6.151,6.176,6.226,6.234,268151.77,267412.03,0.39,412346.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"29" ,6.317,6.359,6.407,1879738.90,2139978.36,22.00,44.16,2.54,0.090,0.016,287252.00,262163.90,6.259,6.301,6.408,6.441,265792.05,262163.90,0.97,2143866.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"30" ,6.475,6.499,6.568,292920.38,690474.29,7.10,6.88,0.82,0.093,0.047,259456.81,255717.13,6.466,6.474,6.566,6.574,259456.81,255717.13,3.06,551388.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"31" ,6.575,6.624,6.681,2543016.56,3316327.34,34.09,59.75,3.93,0.107,0.018,255435.03,265529.00,6.566,6.574,6.673,6.731,255435.03,251143.19,0.63,2796490.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"32" ,6.723,6.756,6.795,1105230.15,1230566.25,12.65,25.97,1.46,0.072,0.017,266025.00,251234.51,6.673,6.731,6.806,6.831,254596.56,251234.51,0.76,1358277.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"33" ,6.881,6.897,6.951,200561.72,296971.53,3.05,4.71,0.35,0.070,0.024,246066.97,243802.91,6.864,6.880,6.955,6.980,246066.97,243802.91,2.21,446131.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"34" ,6.983,7.029,7.054,996384.38,1275932.49,13.12,23.41,1.51,0.071,0.019,241158.86,268358.00,6.955,6.980,7.054,7.062,241158.86,239119.28,0.68,1236219.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"35" ,7.054,7.087,7.137,1416792.50,2315409.72,23.80,33.29,2.75,0.083,0.020,268358.00,260397.00,7.054,7.062,7.129,7.137,239119.28,236735.30,1.73,1654958.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"36" ,7.137,7.170,7.226,1149917.48,1928916.00,19.83,27.02,2.29,0.089,0.026,260397.00,234180.07,7.129,7.137,7.261,7.294,236735.30,234180.07,0.78,1385699.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"37" ,7.301,7.319,7.409,283134.28,665015.15,6.84,6.65,0.79,0.109,0.025,231660.26,228730.78,7.261,7.294,7.410,7.419,231660.26,228730.78,5.37,514291.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"38" ,7.413,7.452,7.518,418839.91,955569.02,9.82,9.84,1.13,0.105,0.047,228631.39,225793.07,7.410,7.419,7.518,7.526,228631.39,225793.07,2.03,646420.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"39" ,7.528,7.551,7.576,156076.81,182943.47,1.88,3.67,0.22,0.048,0.019,225518.43,224401.00,7.518,7.526,7.568,7.584,225518.43,224227.48,0.81,380975.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"40" ,7.584,7.617,7.670,637338.35,905543.13,9.31,14.97,1.07,0.085,0.020,225845.00,221697.87,7.568,7.584,7.675,7.708,224003.92,221697.87,0.95,860448.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"41" ,7.750,7.783,7.848,188093.25,462540.48,4.76,4.42,0.55,0.098,0.032,222457.00,215149.39,7.675,7.708,7.858,7.882,218628.47,215149.39,2.57,405548.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"42" ,8.032,8.048,8.073,264202.69,316325.36,3.25,6.21,0.38,0.041,0.020,208190.03,228882.00,8.023,8.031,8.073,8.081,208190.03,207000.48,1.73,471926.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"43" ,8.073,8.106,8.156,555172.81,914182.14,9.40,13.04,1.08,0.083,0.023,228882.00,212872.00,8.073,8.081,8.147,8.156,207000.48,204591.52,1.70,761210.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"44" ,8.156,8.172,8.241,165283.88,331773.90,3.41,3.88,0.39,0.085,0.021,212872.00,202107.66,8.147,8.156,8.238,8.255,204591.52,202107.66,1.53,369394.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"45" ,8.255,8.288,8.363,894648.61,1475514.77,15.17,21.02,1.75,0.108,0.024,201699.11,201002.00,8.238,8.255,8.388,8.404,201699.11,198569.38,1.28,1095386.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"46" ,8.407,8.446,8.477,314168.92,493634.12,5.07,7.38,0.59,0.069,0.023,199763.00,198656.33,8.388,8.404,8.520,8.528,199763.00,198656.33,0.56,513323.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"47" ,8.577,8.644,8.697,554544.93,1101905.09,11.33,13.03,1.31,0.120,0.025,199518.10,198150.97,8.561,8.570,8.711,8.752,199518.10,198150.97,0.44,753296.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"48" ,8.810,8.835,8.893,113177.42,253373.54,2.60,2.66,0.30,0.082,0.034,197405.58,196273.50,8.711,8.752,8.884,8.901,197405.58,196273.50,2.13,310246.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"49" ,8.926,8.959,9.050,1846411.05,2989744.80,30.74,43.38,3.55,0.124,0.024,203422.00,204395.00,8.884,8.901,9.034,9.058,195817.85,194112.21,0.92,2041774.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"50" ,9.050,9.083,9.125,652742.46,1105875.27,11.37,15.34,1.31,0.075,0.026,204395.00,214983.00,9.034,9.058,9.116,9.133,194112.21,193088.92,1.40,846400.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"51" ,9.125,9.183,9.216,294504.92,771620.41,7.93,6.92,0.92,0.091,0.045,214983.00,228628.00,9.116,9.133,9.207,9.224,193088.92,191838.18,0.84,486798.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"52" ,9.216,9.249,9.280,322504.48,576644.35,5.93,7.58,0.68,0.065,0.028,228628.00,190952.16,9.207,9.224,9.290,9.357,191838.18,190952.16,0.55,513888.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"53" ,9.365,9.406,9.423,253722.38,455951.88,4.69,5.96,0.54,0.058,0.031,190588.96,297474.00,9.290,9.357,9.423,9.431,190588.96,190189.94,0.75,444027.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"54" ,9.423,9.448,9.547,146750.97,570454.52,5.86,3.45,0.68,0.125,0.077,297474.00,189327.77,9.423,9.431,9.539,9.564,190189.94,189327.77,3.49,336769.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"55" ,9.605,9.655,9.762,458688.31,1019538.45,10.48,10.78,1.21,0.157,0.029,200536.00,196042.00,9.605,9.622,9.754,9.787,188928.63,187839.35,1.15,647273.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"56" ,9.829,9.911,9.986,486677.59,1404015.83,14.43,11.43,1.67,0.157,0.034,189915.00,189879.00,9.820,9.837,9.978,10.044,187380.72,186291.45,0.82,673485.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"57" ,10.085,10.152,10.251,555826.20,1627296.97,16.73,13.06,1.93,0.166,0.038,192263.00,196099.00,10.077,10.094,10.234,10.292,186741.84,186481.73,1.44,742464.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"58" ,10.284,10.325,10.392,98485.24,336941.78,3.46,2.31,0.40,0.108,0.054,192482.00,195102.00,10.234,10.292,10.375,10.392,184031.11,183905.41,1.63,282468.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"59" ,10.392,10.441,10.504,238402.60,656459.56,6.75,5.60,0.78,0.112,0.045,195102.00,183774.07,10.375,10.392,10.483,10.541,183905.41,183774.07,0.81,422250.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"60" ,10.531,10.574,10.599,48543.32,111612.30,1.15,1.14,0.13,0.067,0.038,183742.49,202889.00,10.483,10.541,10.582,10.607,183742.49,183663.69,0.96,232236.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"61" ,10.599,10.632,10.684,143558.99,334553.13,3.44,3.37,0.40,0.085,0.035,202889.00,183564.14,10.582,10.607,10.690,10.822,183663.69,183564.14,0.78,327184.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"62" ,10.830,10.872,11.002,98817.18,487842.93,5.02,2.32,0.58,0.172,0.063,182908.60,183299.74,10.690,10.822,10.996,11.079,182908.60,183299.74,3.30,281822.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"63" ,11.078,11.129,11.154,157079.20,389948.99,4.01,3.69,0.46,0.075,0.048,184117.23,267380.00,10.996,11.079,11.145,11.154,184117.23,184258.21,0.61,341291.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"64" ,11.154,11.170,11.195,148762.83,312497.67,3.21,3.49,0.37,0.041,0.050,267380.00,292433.00,11.145,11.154,11.187,11.195,184258.21,184335.61,1.00,333052.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"65" ,11.195,11.228,11.272,332840.50,817880.06,8.41,7.82,0.97,0.077,0.041,292433.00,184479.64,11.187,11.195,11.278,11.336,184335.61,184479.64,0.77,517238.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"66" ,11.386,11.477,11.525,834412.24,2240900.24,23.04,19.60,2.66,0.140,0.037,202491.00,185828.22,11.278,11.336,11.526,11.617,185746.62,185828.22,0.48,1020212.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"67" ,11.609,11.675,11.767,80039.81,388089.48,3.99,1.88,0.46,0.157,0.077,178259.00,184148.00,11.526,11.617,11.758,11.882,174777.28,180892.95,1.66,257392.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"68" ,11.858,11.949,12.007,242692.29,981058.54,10.09,5.70,1.16,0.149,0.049,175759.00,223528.00,11.758,11.882,11.990,12.023,149303.83,159695.27,0.87,398346.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"69" ,12.007,12.090,12.139,473221.22,1459556.51,15.00,11.12,1.73,0.133,0.038,223528.00,198622.00,11.990,12.023,12.131,12.247,159695.27,168930.82,0.41,638689.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"70" ,12.139,12.280,12.355,88084.10,538544.89,5.54,2.07,0.64,0.215,0.062,198622.00,195972.00,12.131,12.247,12.330,12.371,168930.82,183940.04,0.61,266829.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"71" ,12.355,12.396,12.429,57632.28,148845.51,1.53,1.35,0.18,0.075,0.038,195972.00,204262.00,12.330,12.371,12.412,12.437,183940.04,189135.18,0.63,244458.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"72" ,12.429,12.479,12.562,468894.61,1446197.02,14.87,11.02,1.72,0.133,0.041,204262.00,262320.00,12.412,12.437,12.545,12.578,189135.18,198371.90,2.61,661494.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"73" ,12.562,12.595,12.648,104615.80,306459.42,3.15,2.46,0.36,0.086,0.071,262320.00,204390.92,12.545,12.578,12.653,12.802,198371.90,204390.92,0.94,305296.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"74" ,12.959,12.992,13.063,46811.83,130205.78,1.34,1.10,0.15,0.104,0.038,230196.00,233294.32,12.868,12.967,13.050,13.092,226079.70,233294.32,2.39,275201.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"75" ,13.088,13.133,13.171,121191.91,285460.07,2.93,2.85,0.34,0.083,0.038,235060.23,240819.37,13.050,13.092,13.158,13.183,235060.23,240819.37,0.77,359394.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"76" ,13.176,13.224,13.254,166555.04,380873.83,3.92,3.91,0.45,0.077,0.039,241229.27,246602.76,13.158,13.183,13.282,13.365,241229.27,246602.76,0.72,411107.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"77" ,13.438,13.497,13.574,2388977.41,6432271.83,66.13,56.13,7.63,0.136,0.041,259464.68,268973.05,13.282,13.365,13.580,13.597,259464.68,268973.05,1.30,2652579.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"78" ,13.698,13.820,13.935,118991.91,816936.92,8.40,2.80,0.97,0.236,0.115,203299.59,211568.24,13.655,13.713,13.936,14.019,203299.59,211568.24,1.01,326562.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"79" ,14.243,14.276,14.301,87668.59,165067.95,1.70,2.06,0.20,0.058,0.031,223330.00,247549.00,13.936,14.019,14.301,14.334,223330.00,247549.00,1.06,324842.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"80" ,14.334,14.375,14.440,37557.57,120117.54,1.23,0.88,0.14,0.105,0.060,255676.52,270320.01,14.301,14.334,14.400,14.533,255676.52,270320.01,1.93,298951.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"81" ,15.287,15.311,15.341,250394.41,362799.61,3.73,5.88,0.43,0.055,0.026,701135.48,789202.70,14.400,14.533,15.336,15.344,701135.48,789202.70,1.98,990888.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\045-Co6-5.D"," +EI TIC Scan 045-Co6-5.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D"," +EI TIC Scan 045-Co6-5.d "
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"1" ,3.141,3.170,3.200,81899.50,99242.31,1.18,2.25,0.13,0.060,0.018,259803.50,259803.50,3.112,3.137,3.195,3.228,259803.50,259803.50,0.90,341703.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"2" ,3.228,3.236,3.253,103162.15,107908.17,1.29,2.83,0.14,0.025,0.019,250689.00,269309.00,3.195,3.228,3.253,3.261,237132.50,236818.75,0.60,340190.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"3" ,3.253,3.269,3.320,306074.56,367321.73,4.38,8.41,0.49,0.067,0.017,269309.00,235968.21,3.253,3.261,3.303,3.369,236818.75,235968.21,1.71,542684.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"4" ,3.365,3.385,3.435,328741.50,340324.43,4.06,9.03,0.46,0.070,0.014,235407.26,236831.00,3.303,3.369,3.427,3.435,235407.26,234516.79,0.82,563886.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"5" ,3.435,3.443,3.481,85880.86,92941.84,1.11,2.36,0.12,0.046,0.017,236831.00,233934.99,3.427,3.435,3.460,3.485,234516.79,233934.99,3.35,320293.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"6" ,3.544,3.559,3.592,406419.80,428096.37,5.10,11.17,0.57,0.049,0.017,233146.00,246129.00,3.526,3.543,3.584,3.601,233146.00,232528.58,1.83,639367.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"7" ,3.592,3.626,3.667,279825.82,435327.84,5.19,7.69,0.58,0.075,0.019,246129.00,253746.00,3.584,3.601,3.650,3.667,232528.58,231586.91,0.81,511936.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"8" ,3.667,3.684,3.707,108078.40,139683.31,1.67,2.97,0.19,0.040,0.024,253746.00,231078.17,3.650,3.667,3.700,3.717,231586.91,231078.17,0.67,339456.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"9" ,3.710,3.725,3.748,87832.45,109509.15,1.31,2.41,0.15,0.039,0.026,231046.82,230560.16,3.700,3.717,3.750,3.758,231046.82,230560.16,1.59,318687.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"10" ,3.783,3.799,3.830,718467.12,618302.23,7.37,19.74,0.83,0.047,0.012,230559.00,229530.19,3.750,3.758,3.866,3.882,230121.97,229530.19,1.04,948380.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"11" ,3.954,3.982,4.056,2057400.08,2636764.99,31.44,56.52,3.54,0.102,0.015,227958.83,228642.00,3.907,3.940,4.040,4.056,227958.83,226669.25,2.92,2285011.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"12" ,4.056,4.089,4.126,278073.37,513111.72,6.12,7.64,0.69,0.070,0.029,228642.00,225788.76,4.040,4.056,4.131,4.147,226669.25,225788.76,0.97,504324.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"13" ,4.154,4.172,4.214,513942.69,542876.44,6.47,14.12,0.73,0.059,0.017,225430.23,225993.00,4.131,4.147,4.197,4.214,225430.23,224681.04,0.96,739147.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"14" ,4.214,4.230,4.284,550870.27,537032.92,6.40,15.13,0.72,0.070,0.014,225993.00,223794.80,4.197,4.214,4.296,4.313,224681.04,223794.80,1.34,775342.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"15" ,4.319,4.363,4.382,97688.30,198173.01,2.36,2.68,0.27,0.063,0.032,223353.92,222554.43,4.296,4.313,4.387,4.396,223353.92,222554.43,0.40,320486.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"16" ,4.530,4.545,4.561,192096.96,126682.03,1.51,5.28,0.17,0.032,0.012,216605.83,216385.59,4.520,4.528,4.578,4.595,216605.83,216385.59,1.07,408596.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"17" ,4.639,4.669,4.690,866802.01,796035.96,9.49,23.81,1.07,0.051,0.014,217194.03,217853.21,4.628,4.636,4.694,4.710,217194.03,217853.21,1.10,1084388.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"18" ,4.745,4.760,4.826,326726.90,593536.50,7.08,8.98,0.80,0.082,0.028,224604.74,245035.00,4.694,4.710,4.818,4.826,224604.74,224294.20,4.45,551273.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"19" ,4.860,4.884,4.918,2486093.20,3264408.56,38.93,68.30,4.38,0.058,0.019,286459.00,429056.00,4.818,4.826,4.909,4.934,224168.22,223947.81,1.28,2710167.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"20" ,4.918,4.942,4.975,374192.67,683525.23,8.15,10.28,0.92,0.057,0.047,429056.00,223730.09,4.909,4.934,5.000,5.075,223947.81,223730.09,0.66,598046.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"21" ,5.092,5.108,5.133,1054272.41,817236.19,9.75,28.96,1.10,0.041,0.014,229686.83,231254.47,5.000,5.075,5.158,5.183,229686.83,231254.47,0.99,1284585.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"22" ,5.257,5.282,5.323,143065.91,293929.41,3.50,3.93,0.39,0.066,0.040,189418.00,204953.00,5.207,5.257,5.323,5.348,189418.00,204953.00,1.93,338311.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"23" ,5.445,5.456,5.486,250526.67,270587.51,3.23,6.88,0.36,0.042,0.018,236106.35,237319.09,5.390,5.406,5.489,5.506,236106.35,237319.09,3.10,486953.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"24" ,5.514,5.539,5.555,1399322.60,1336995.94,15.94,38.44,1.79,0.041,0.017,238115.06,239314.18,5.489,5.506,5.555,5.564,238115.06,239314.18,0.70,1638161.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"25" ,5.588,5.638,5.713,3639899.02,8386052.43,100.00,100.00,11.25,0.124,0.025,292852.00,568293.00,5.555,5.564,5.704,5.713,240285.45,243903.80,1.50,3881632.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"26" ,5.713,5.729,5.762,1804137.69,2075636.32,24.75,49.57,2.79,0.050,0.016,568293.00,339849.00,5.704,5.713,5.762,5.779,243903.80,245351.33,0.96,2048524.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\045-Co6-5.D" ,"27" ,5.762,5.804,5.820,364819.88,580888.52,6.93,10.02,0.78,0.058,0.019,339849.00,282212.00,5.762,5.779,5.820,5.829,245351.33,247039.63,0.40,611377.00,,,  ,71.1,,,,,,,,,,,
