"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"40" ,7.137,7.170,7.260,1114608.56,2191582.48,18.59,23.45,2.14,0.123,0.030,285116.00,237317.57,7.129,7.137,7.261,7.294,240417.71,237317.57,0.78,1354192.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"41" ,7.296,7.319,7.410,296147.93,818440.94,6.94,6.23,0.80,0.115,0.029,236423.54,255196.00,7.261,7.294,7.402,7.419,236423.54,233536.25,5.25,531978.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"42" ,7.410,7.452,7.518,411208.17,1082511.63,9.18,8.65,1.06,0.108,0.049,255196.00,237087.00,7.402,7.419,7.518,7.526,233536.25,230825.29,1.61,643702.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"43" ,7.518,7.551,7.576,199195.56,266144.45,2.26,4.19,0.26,0.058,0.020,237087.00,239639.00,7.518,7.526,7.568,7.584,230825.29,229365.74,0.66,429187.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"44" ,7.576,7.617,7.671,625102.09,945856.18,8.02,13.15,0.92,0.095,0.021,239639.00,226978.41,7.568,7.584,7.675,7.708,229365.74,226978.41,0.90,853425.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"45" ,7.714,7.783,7.847,234097.00,628638.86,5.33,4.93,0.61,0.134,0.032,226918.97,222974.78,7.675,7.708,7.849,7.882,226918.97,222974.78,1.06,458968.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"46" ,8.033,8.048,8.073,208224.91,235886.09,2.00,4.38,0.23,0.040,0.020,222187.22,230092.00,7.990,8.031,8.073,8.081,222187.22,221240.53,1.72,430057.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"47" ,8.073,8.106,8.156,557795.83,922040.50,7.82,11.74,0.90,0.083,0.023,230092.00,237260.00,8.073,8.081,8.147,8.156,221240.53,219269.05,1.75,778248.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"48" ,8.156,8.172,8.197,227612.93,279274.61,2.37,4.79,0.27,0.041,0.020,237260.00,236065.00,8.147,8.156,8.189,8.197,219269.05,218283.50,1.45,446488.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"49" ,8.255,8.288,8.354,1018723.16,1661985.85,14.10,21.43,1.62,0.099,0.024,216895.84,217863.00,8.230,8.255,8.354,8.404,216895.84,214537.73,1.12,1234838.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"50" ,8.407,8.437,8.468,356921.46,527122.75,4.47,7.51,0.52,0.061,0.023,219885.57,219143.55,8.354,8.404,8.512,8.528,219885.57,219143.55,1.10,576444.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"51" ,8.574,8.644,8.698,611593.57,1200447.89,10.18,12.87,1.17,0.124,0.025,213775.52,211164.41,8.561,8.570,8.711,8.744,213775.52,211164.41,0.39,823883.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"52" ,8.805,8.835,8.890,119398.71,282727.38,2.40,2.51,0.28,0.085,0.033,211684.61,211856.78,8.711,8.744,8.876,8.926,211684.61,211856.78,1.83,331144.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"53" ,8.926,8.951,9.050,1620473.00,2758646.72,23.40,34.09,2.70,0.124,0.025,222366.00,219808.00,8.876,8.926,9.034,9.050,210154.62,209596.61,1.58,1830516.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"54" ,9.050,9.083,9.125,810945.58,1327209.75,11.26,17.06,1.30,0.075,0.025,219808.00,220877.00,9.034,9.050,9.116,9.133,209940.04,208689.56,1.22,1020330.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"55" ,9.125,9.183,9.216,197007.98,540085.49,4.58,4.15,0.53,0.091,0.049,220877.00,228975.00,9.116,9.133,9.207,9.216,208689.56,207161.13,0.67,404725.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"56" ,9.216,9.241,9.276,352994.79,598501.11,5.08,7.43,0.59,0.060,0.027,228975.00,206148.95,9.207,9.216,9.282,9.357,207161.13,206148.95,1.30,559739.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"57" ,9.365,9.398,9.423,158156.73,300465.76,2.55,3.33,0.29,0.058,0.036,207325.85,281994.00,9.282,9.357,9.414,9.431,207325.85,206583.62,1.23,365059.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"58" ,9.423,9.448,9.537,135402.82,482528.80,4.09,2.85,0.47,0.114,0.084,281994.00,205119.16,9.414,9.431,9.539,9.564,206583.62,205119.16,2.22,341668.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"59" ,9.610,9.655,9.759,485424.80,1000175.43,8.49,10.21,0.98,0.149,0.027,204180.43,202271.02,9.597,9.613,9.754,9.837,204180.43,202271.02,0.94,689035.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"60" ,9.833,9.903,9.977,522066.89,1441514.53,12.23,10.98,1.41,0.144,0.034,202526.39,200840.59,9.754,9.837,9.978,10.044,202526.39,200840.59,1.04,723771.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"61" ,10.088,10.152,10.243,655887.84,1836054.11,15.58,13.80,1.79,0.155,0.037,201336.42,201989.00,10.069,10.094,10.243,10.284,201336.42,198895.04,1.34,856217.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"62" ,10.285,10.317,10.383,117961.54,353106.77,3.00,2.48,0.35,0.098,0.048,198225.85,196685.84,10.243,10.284,10.367,10.392,198225.85,196685.84,1.90,315683.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"63" ,10.384,10.441,10.483,292833.98,701039.12,5.95,6.16,0.69,0.099,0.038,196666.61,199569.00,10.367,10.392,10.483,10.541,196666.61,195114.03,0.72,488600.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"64" ,10.599,10.632,10.678,158782.61,348041.29,2.95,3.34,0.34,0.079,0.034,205424.00,192046.96,10.582,10.607,10.690,10.806,193288.98,192046.96,1.18,351550.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"65" ,10.834,10.872,10.989,90255.02,386271.71,3.28,1.90,0.38,0.154,0.057,198891.49,198184.65,10.690,10.806,10.988,11.079,198891.49,198184.65,3.20,288974.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"66" ,11.084,11.129,11.154,149485.86,348422.12,2.96,3.15,0.34,0.070,0.038,202169.09,267468.00,10.988,11.079,11.145,11.162,202169.09,202960.61,0.90,352164.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"67" ,11.154,11.170,11.187,120804.96,199057.36,1.69,2.54,0.19,0.033,0.050,267468.00,286748.00,11.145,11.162,11.187,11.195,202960.61,203337.48,1.00,323954.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"68" ,11.187,11.220,11.261,325206.65,771382.81,6.54,6.84,0.75,0.074,0.037,286748.00,204182.59,11.187,11.195,11.270,11.336,203337.48,204182.59,1.07,528921.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"69" ,11.388,11.468,11.515,826092.32,2214126.24,18.78,17.38,2.16,0.127,0.037,203117.21,204014.10,11.270,11.336,11.518,11.626,203117.21,204014.10,0.63,1029777.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"70" ,11.631,11.667,11.751,72955.65,257868.21,2.19,1.53,0.25,0.120,0.057,198991.18,199976.63,11.518,11.626,11.750,11.874,198991.18,199976.63,2.34,272244.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"71" ,11.880,11.940,11.998,372891.51,1052345.98,8.93,7.85,1.03,0.119,0.039,201029.72,241431.00,11.750,11.874,11.982,12.007,201029.72,202003.62,1.44,574420.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"72" ,11.998,12.040,12.065,483001.04,1146273.69,9.72,10.16,1.12,0.066,0.043,241431.00,518344.00,11.982,12.007,12.056,12.065,202003.62,202546.65,0.64,685344.00,,,  ,218.3,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"73" ,12.065,12.081,12.139,515397.56,1197708.42,10.16,10.84,1.17,0.075,0.048,518344.00,212216.00,12.056,12.065,12.131,12.189,202546.65,203157.57,1.64,718080.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"74" ,12.139,12.330,12.421,203700.95,1166064.30,9.89,4.29,1.14,0.282,0.085,212216.00,227984.00,12.131,12.189,12.404,12.429,201270.75,203717.71,0.61,406627.00,,,  ,218.3,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"75" ,12.421,12.479,12.653,635827.40,2396661.67,20.33,13.38,2.34,0.232,0.043,227984.00,207892.00,12.404,12.429,12.653,12.802,204828.03,205622.20,3.15,840854.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"76" ,12.794,12.851,12.885,62610.29,183302.08,1.56,1.32,0.18,0.091,0.098,206032.81,220536.00,12.653,12.802,12.876,12.959,206032.81,206357.12,2.15,268849.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"77" ,12.885,12.992,13.075,81936.10,494931.22,4.20,1.72,0.48,0.190,0.096,220536.00,242923.00,12.876,12.959,13.050,13.083,206357.12,207037.86,0.79,288678.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"78" ,13.075,13.125,13.174,676127.58,1830040.13,15.53,14.23,1.79,0.099,0.041,242923.00,296426.00,13.050,13.083,13.166,13.174,207037.86,207393.03,1.41,883343.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"79" ,13.174,13.224,13.288,1267177.41,3301139.05,28.01,26.66,3.23,0.114,0.040,296426.00,207800.40,13.166,13.174,13.290,13.373,207393.03,207800.40,0.87,1474748.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"80" ,13.423,13.497,13.589,2035675.00,6028246.63,51.14,42.83,5.89,0.166,0.043,249338.00,249904.00,13.290,13.373,13.572,13.597,208275.02,208383.86,1.34,2243999.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"81" ,13.589,13.622,13.662,105552.36,273191.87,2.32,2.22,0.27,0.073,0.046,249904.00,208431.97,13.572,13.597,13.655,13.713,208383.86,208431.97,0.65,313958.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"82" ,13.702,13.812,13.929,104308.19,688954.87,5.84,2.19,0.67,0.228,0.114,208458.18,208607.84,13.655,13.713,13.928,14.102,208458.18,208607.84,1.10,312839.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"83" ,14.094,14.135,14.201,45100.62,130116.95,1.10,0.95,0.13,0.108,0.043,204602.00,204710.00,13.928,14.102,14.160,14.243,200823.68,199442.18,1.62,245393.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"84" ,14.201,14.276,14.309,69575.20,227951.25,1.93,1.46,0.22,0.108,0.048,204710.00,216968.00,14.160,14.243,14.292,14.326,191555.80,191555.80,0.43,261131.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"85" ,14.325,14.367,14.433,57124.52,200338.44,1.70,1.20,0.20,0.109,0.067,230535.94,256735.00,14.292,14.326,14.400,14.549,230535.94,252176.24,5.38,296092.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"86" ,15.288,15.311,15.344,305170.54,520204.18,4.41,6.42,0.51,0.056,0.029,636282.38,722337.00,14.400,14.549,15.336,15.353,636282.38,668909.63,2.12,954739.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"87" ,15.344,15.377,15.435,155345.93,587738.80,4.99,3.27,0.57,0.091,0.082,722337.00,764290.00,15.336,15.353,15.411,15.493,668909.63,722088.11,2.80,843587.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D"," +EI TIC Scan 083-Co4M-5.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D"," +EI TIC Scan 083-Co4M-5.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"1" ,3.137,3.170,3.228,202151.26,456308.43,6.30,6.50,0.79,0.091,0.021,240314.00,234191.00,3.112,3.137,3.203,3.228,199221.69,198756.92,1.00,401204.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"2" ,3.228,3.245,3.311,152861.60,342732.74,4.73,4.91,0.59,0.083,0.020,234191.00,239736.00,3.203,3.228,3.269,3.319,198756.92,198334.40,1.80,351534.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"3" ,3.311,3.336,3.369,344676.37,436448.80,6.03,11.08,0.75,0.058,0.015,239736.00,226096.00,3.269,3.319,3.361,3.369,198334.40,198038.67,0.46,542884.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"4" ,3.369,3.385,3.435,362976.85,414681.11,5.73,11.67,0.72,0.066,0.013,226096.00,215935.00,3.361,3.369,3.427,3.435,198038.67,197700.68,2.37,560931.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"5" ,3.435,3.452,3.508,98270.84,149492.34,2.06,3.16,0.26,0.073,0.019,215935.00,197329.94,3.427,3.435,3.518,3.543,197700.68,197329.94,1.30,295887.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"6" ,3.544,3.559,3.592,309106.14,368986.04,5.10,9.94,0.64,0.048,0.018,197144.17,229924.00,3.518,3.543,3.584,3.609,197144.17,196897.82,4.28,506173.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"7" ,3.592,3.626,3.667,247554.13,395915.72,5.47,7.96,0.68,0.075,0.018,229924.00,225640.00,3.584,3.609,3.650,3.675,196897.82,196517.57,1.20,444283.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"8" ,3.667,3.684,3.708,79458.95,137133.09,1.89,2.55,0.24,0.041,0.028,225640.00,209300.00,3.650,3.675,3.708,3.717,196517.57,196306.35,1.00,275892.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"9" ,3.708,3.733,3.757,132819.43,173526.80,2.40,4.27,0.30,0.048,0.021,209300.00,196060.82,3.708,3.717,3.758,3.775,196306.35,196060.82,0.67,328999.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"10" ,3.783,3.800,3.836,768092.42,678785.56,9.37,24.69,1.17,0.053,0.012,204527.00,195657.76,3.758,3.775,3.866,3.882,195926.01,195657.76,1.13,963934.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"11" ,3.953,3.982,4.054,1563141.97,1913745.40,26.43,50.25,3.30,0.101,0.016,195057.82,194541.18,3.915,3.924,4.040,4.056,195057.82,194541.18,2.82,1758054.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"12" ,4.057,4.089,4.128,214841.27,384965.41,5.32,6.91,0.66,0.071,0.028,194527.98,194165.99,4.040,4.056,4.139,4.147,194527.98,194165.99,1.16,409204.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"13" ,4.156,4.172,4.194,395129.78,329372.21,4.55,12.70,0.57,0.038,0.017,194024.36,193831.00,4.139,4.147,4.189,4.214,194024.36,193831.00,0.96,589070.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"14" ,4.201,4.230,4.260,422928.60,412334.64,5.69,13.59,0.71,0.059,0.015,193792.89,193491.87,4.189,4.214,4.305,4.313,193792.89,193491.87,1.31,616573.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"15" ,4.321,4.346,4.376,64187.07,95574.27,1.32,2.06,0.17,0.055,0.027,193180.04,192899.87,4.305,4.313,4.379,4.396,193180.04,192899.87,1.29,257240.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"16" ,4.530,4.545,4.560,153603.14,98809.95,1.36,4.94,0.17,0.030,0.012,192112.31,191961.00,4.520,4.528,4.578,4.603,192112.31,191961.00,1.10,345642.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"17" ,4.643,4.669,4.690,797929.96,704970.46,9.74,25.65,1.22,0.047,0.014,191537.49,191298.50,4.628,4.636,4.694,4.727,191537.49,191298.50,1.18,989335.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"18" ,4.745,4.777,4.826,174049.65,447767.42,6.18,5.59,0.77,0.082,0.039,185532.78,219554.00,4.694,4.727,4.818,4.826,185532.78,186027.23,1.66,359776.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"19" ,4.860,4.884,4.918,1901081.74,2587418.04,35.73,61.11,4.47,0.058,0.019,259560.00,362349.00,4.818,4.826,4.909,4.926,186227.87,186578.91,1.46,2087460.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"20" ,4.918,4.942,5.009,314451.60,632927.08,8.74,10.11,1.09,0.091,0.047,362349.00,187129.81,4.909,4.926,5.067,5.083,186578.91,187129.81,0.72,501181.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"21" ,5.089,5.108,5.151,798751.01,773938.69,10.69,25.68,1.34,0.062,0.014,187529.44,188597.98,5.067,5.083,5.166,5.183,187529.44,188597.98,1.04,986612.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"22" ,5.260,5.274,5.329,93367.02,209105.49,2.89,3.00,0.36,0.068,0.046,176732.79,180727.04,5.232,5.257,5.323,5.348,176732.79,180727.04,4.14,270895.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"23" ,5.442,5.456,5.490,253553.98,278238.13,3.84,8.15,0.48,0.048,0.017,189650.34,190162.60,5.390,5.414,5.489,5.514,189650.34,190162.60,2.28,443355.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"24" ,5.502,5.539,5.555,1047032.66,1146204.60,15.83,33.66,1.98,0.053,0.018,190299.94,201153.00,5.489,5.514,5.555,5.564,190299.94,190868.23,0.66,1237723.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"25" ,5.588,5.638,5.713,3111001.45,7240853.05,100.00,100.00,12.50,0.124,0.026,237036.00,506117.00,5.555,5.564,5.704,5.713,191224.03,192557.91,1.69,3302759.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"26" ,5.713,5.729,5.762,1405507.19,1747942.52,24.14,45.18,3.02,0.050,0.018,506117.00,315156.00,5.704,5.713,5.762,5.779,192557.91,193091.60,1.21,1598243.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"27" ,5.787,5.804,5.820,315522.83,392700.24,5.42,10.14,0.68,0.033,0.021,307762.00,255640.00,5.762,5.779,5.820,5.829,193358.27,193714.07,0.60,509059.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"28" ,5.820,5.837,5.878,125204.04,278663.15,3.85,4.02,0.48,0.058,0.070,255640.00,253134.00,5.820,5.829,5.853,5.895,193714.07,194336.53,3.50,319096.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"29" ,5.878,5.911,5.928,111769.67,224333.49,3.10,3.59,0.39,0.050,0.072,253134.00,242731.00,5.853,5.895,5.920,5.936,194336.53,194870.22,0.43,306462.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"30" ,5.928,5.953,6.011,1214422.11,1360543.08,18.79,39.04,2.35,0.083,0.015,242731.00,224275.00,5.920,5.936,6.069,6.085,194870.22,195759.54,1.01,1409559.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"31" ,6.085,6.102,6.152,136329.20,246183.76,3.40,4.38,0.43,0.066,0.026,207818.00,203489.00,6.069,6.085,6.152,6.176,196559.90,197271.31,2.94,333067.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"32" ,6.152,6.210,6.225,108817.04,215798.21,2.98,3.50,0.37,0.073,0.034,203489.00,198059.69,6.152,6.176,6.226,6.234,197271.31,198059.69,0.24,306711.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"33" ,6.317,6.359,6.412,1053520.32,1230434.35,16.99,33.86,2.12,0.094,0.017,210668.00,200063.09,6.276,6.301,6.417,6.441,199049.94,200063.09,0.92,1253015.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"34" ,6.475,6.499,6.565,157318.54,366975.14,5.07,5.06,0.63,0.091,0.048,200740.58,201714.33,6.466,6.475,6.566,6.574,200740.58,201714.33,3.21,358325.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"35" ,6.575,6.624,6.682,1731510.49,2355979.61,32.54,55.66,4.07,0.107,0.019,201816.00,217050.00,6.566,6.574,6.682,6.731,201816.00,202962.98,0.61,1933851.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"36" ,6.723,6.756,6.796,606878.67,728868.15,10.07,19.51,1.26,0.073,0.018,209704.00,197770.34,6.682,6.731,6.806,6.831,198743.83,197770.34,0.65,805183.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"37" ,6.881,6.897,6.950,126157.16,183929.96,2.54,4.06,0.32,0.069,0.024,197181.26,194931.70,6.806,6.831,6.955,6.980,197181.26,194931.70,2.11,322806.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"38" ,6.983,7.029,7.054,622999.19,804561.87,11.11,20.03,1.39,0.071,0.019,195108.77,194327.00,6.955,6.980,7.046,7.063,195108.77,193064.87,0.63,816776.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\083-Co4M-5.D" ,"39" ,7.054,7.079,7.137,1013253.07,1519975.43,20.99,32.57,2.62,0.083,0.019,194327.00,209468.00,7.046,7.063,7.129,7.137,193064.87,190692.20,3.19,1205606.00,,,  ,91.1,,,,,,,,,,,
