"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"37" ,6.984,7.029,7.054,1260481.29,1579222.39,11.94,21.55,1.51,0.071,0.019,259160.40,269148.00,6.955,6.980,7.046,7.062,259160.40,252129.31,0.66,1515086.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"38" ,7.054,7.079,7.137,1763473.10,2838228.97,21.45,30.14,2.72,0.083,0.020,269148.00,274453.00,7.046,7.062,7.129,7.137,252129.31,243879.60,3.24,2013127.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"39" ,7.137,7.170,7.227,1242452.94,2204192.37,16.66,21.24,2.11,0.090,0.028,274453.00,234937.98,7.129,7.137,7.261,7.294,243879.60,234937.98,0.78,1483032.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"40" ,7.295,7.319,7.405,275310.79,693490.67,5.24,4.71,0.66,0.110,0.045,216356.78,261648.98,7.261,7.294,7.402,7.419,216356.78,261648.98,5.49,501593.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"41" ,7.421,7.452,7.510,391555.06,759507.19,5.74,6.69,0.73,0.089,0.020,288628.27,290799.00,7.402,7.419,7.518,7.526,288628.27,281527.72,2.24,677729.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"42" ,7.592,7.617,7.641,637411.62,725981.93,5.49,10.90,0.69,0.049,0.019,274903.50,270985.99,7.568,7.584,7.675,7.708,274903.50,270985.99,0.91,910312.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"43" ,7.760,7.783,7.843,205119.77,403836.33,3.05,3.51,0.39,0.083,0.028,261710.22,256490.95,7.675,7.708,7.857,7.882,261710.22,256490.95,1.43,465385.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"44" ,8.034,8.048,8.071,234969.06,241583.12,1.83,4.02,0.23,0.038,0.019,244533.12,242160.42,8.023,8.031,8.073,8.081,244533.12,242160.42,1.57,478607.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"45" ,8.077,8.106,8.147,569628.92,837427.30,6.33,9.74,0.80,0.071,0.022,241843.92,237407.28,8.073,8.081,8.147,8.156,241843.92,237407.28,1.45,809630.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"46" ,8.258,8.288,8.351,938539.25,1562390.94,11.81,16.04,1.50,0.093,0.025,230470.90,224654.15,8.230,8.255,8.387,8.404,230470.90,224654.15,1.34,1167109.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"47" ,8.411,8.437,8.466,365269.08,519605.53,3.93,6.24,0.50,0.055,0.022,228546.51,225806.61,8.387,8.404,8.561,8.570,228546.51,225806.61,1.21,592509.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"48" ,8.579,8.644,8.692,677377.28,1199746.22,9.07,11.58,1.15,0.113,0.024,224701.15,220028.27,8.561,8.570,8.710,8.752,224701.15,220028.27,0.43,899369.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"49" ,8.807,8.835,8.889,125766.81,308059.82,2.33,2.15,0.29,0.082,0.035,214792.07,212504.86,8.710,8.752,8.884,8.926,214792.07,212504.86,1.98,339793.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"50" ,8.927,8.959,9.047,627386.96,1101987.97,8.33,10.72,1.05,0.120,0.024,206609.35,205255.29,8.884,8.926,9.033,9.058,206609.35,205255.29,0.94,833637.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"51" ,9.053,9.083,9.123,526854.51,847731.88,6.41,9.01,0.81,0.070,0.026,204584.05,203280.82,9.033,9.058,9.116,9.133,204584.05,203280.82,1.25,730869.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"52" ,9.127,9.183,9.216,170908.79,478009.95,3.61,2.92,0.46,0.089,0.050,203200.30,216527.00,9.116,9.133,9.207,9.216,203200.30,201551.34,0.64,373076.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"53" ,9.216,9.249,9.279,378463.21,645779.35,4.88,6.47,0.62,0.063,0.026,216527.00,200376.19,9.207,9.216,9.290,9.348,201551.34,200376.19,0.75,579399.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"54" ,9.362,9.398,9.423,173983.29,347427.18,2.63,2.97,0.33,0.060,0.046,198826.84,285956.00,9.290,9.348,9.414,9.431,198826.84,197702.81,1.11,372148.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"55" ,9.423,9.448,9.542,151437.78,572944.21,4.33,2.59,0.55,0.119,0.088,285956.00,195491.25,9.414,9.431,9.530,9.564,197702.81,195491.25,2.29,348679.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"56" ,9.607,9.655,9.754,526266.40,1144580.55,8.65,9.00,1.10,0.147,0.029,196569.77,195932.00,9.530,9.564,9.754,9.837,196569.77,194090.06,0.96,722036.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"57" ,9.834,9.903,9.980,674609.28,1740169.88,13.15,11.53,1.67,0.146,0.032,195009.89,193007.89,9.754,9.837,9.978,10.044,195009.89,193007.89,1.08,868668.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"58" ,10.086,10.152,10.250,705681.49,2018149.86,15.25,12.06,1.93,0.164,0.037,195700.61,193757.95,9.978,10.044,10.243,10.284,195700.61,193757.95,1.35,900607.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"59" ,10.285,10.317,10.383,104191.52,305396.64,2.31,1.78,0.29,0.098,0.051,193345.95,192183.44,10.243,10.284,10.367,10.392,193345.95,192183.44,1.83,297152.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"60" ,10.384,10.441,10.490,225313.04,641896.03,4.85,3.85,0.61,0.106,0.047,192168.13,190907.51,10.367,10.392,10.483,10.532,192168.13,190907.51,0.72,416800.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"61" ,10.537,10.566,10.599,77983.76,146664.16,1.11,1.33,0.14,0.062,0.031,190354.31,197553.00,10.483,10.532,10.590,10.607,190354.31,189620.39,1.28,267997.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"62" ,10.599,10.632,10.677,183050.65,366671.71,2.77,3.13,0.35,0.078,0.031,197553.00,188694.33,10.590,10.607,10.690,10.822,189620.39,188694.33,1.22,372278.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"63" ,10.807,10.864,11.063,132533.91,786783.27,5.95,2.27,0.75,0.256,0.090,163185.25,173810.00,10.690,10.822,10.988,11.079,163185.25,165560.96,4.05,296248.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"64" ,11.063,11.120,11.145,245565.95,735289.74,5.56,4.20,0.70,0.083,0.054,173810.00,278972.00,10.988,11.079,11.145,11.154,112768.17,118432.58,0.25,362300.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"65" ,11.145,11.170,11.187,235375.76,495142.30,3.74,4.02,0.47,0.041,0.050,278972.00,311896.00,11.145,11.154,11.187,11.195,118432.58,121265.35,1.00,355508.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"66" ,11.187,11.220,11.294,466281.42,1413872.42,10.69,7.97,1.35,0.108,0.046,311896.00,165000.00,11.187,11.195,11.270,11.336,121265.35,128629.43,1.79,589813.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"67" ,11.386,11.468,11.559,1048016.19,3229363.92,24.41,17.91,3.09,0.174,0.039,203578.00,167243.00,11.270,11.336,11.526,11.617,134860.40,146755.78,0.64,1188541.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"68" ,11.559,11.675,11.841,117789.73,795721.72,6.01,2.01,0.76,0.282,0.086,167243.00,174830.00,11.526,11.617,11.758,11.874,146755.78,166015.23,1.33,272475.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"69" ,11.866,11.949,11.998,284028.83,961814.51,7.27,4.86,0.92,0.133,0.043,177072.00,230497.00,11.758,11.874,11.982,12.007,167713.76,176777.50,0.88,457407.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"70" ,11.998,12.089,12.139,457356.53,1767308.58,13.36,7.82,1.69,0.141,0.075,230497.00,201368.00,11.982,12.007,12.131,12.247,176777.50,186406.66,0.31,640365.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"71" ,12.139,12.330,12.363,109413.85,706556.49,5.34,1.87,0.68,0.224,0.094,201368.00,234518.00,12.131,12.247,12.354,12.379,186406.66,201701.37,0.31,308849.00,,,  ,218.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"72" ,12.363,12.388,12.421,63752.96,144189.18,1.09,1.09,0.14,0.058,0.042,234518.00,208010.00,12.354,12.379,12.412,12.429,201701.37,205666.12,0.97,267154.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"73" ,12.421,12.479,12.562,801621.14,2281748.07,17.24,13.70,2.18,0.141,0.040,208010.00,269523.00,12.412,12.429,12.528,12.578,205666.12,215296.42,1.40,1011252.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"74" ,12.562,12.595,12.627,91679.50,236488.85,1.79,1.57,0.23,0.065,0.084,269523.00,219774.91,12.528,12.578,12.653,12.802,215296.42,219774.91,0.45,309241.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"75" ,12.785,12.843,12.893,70840.03,249573.76,1.89,1.21,0.24,0.108,0.114,184963.00,205615.00,12.653,12.802,12.868,12.959,180542.25,180255.69,2.09,251228.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"76" ,12.893,12.992,13.075,201832.00,1401071.47,10.59,3.45,1.34,0.182,0.127,205615.00,222367.00,12.868,12.959,13.058,13.083,102745.16,136708.68,0.73,323103.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"77" ,13.075,13.125,13.166,451268.96,1353167.31,10.23,7.71,1.30,0.091,0.045,222367.00,270736.00,13.058,13.083,13.166,13.174,136708.68,153690.43,0.75,597239.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"78" ,13.166,13.224,13.307,746082.13,2180421.12,16.48,12.75,2.09,0.141,0.042,270736.00,181931.00,13.166,13.174,13.282,13.373,153690.43,179933.55,0.69,910578.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"79" ,13.423,13.497,13.588,2182185.86,6186134.83,46.75,37.30,5.92,0.166,0.042,244839.00,238764.00,13.282,13.373,13.572,13.597,201547.54,232422.90,1.28,2397627.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"80" ,13.704,13.812,13.931,97074.42,692646.44,5.23,1.66,0.66,0.227,0.118,193625.00,196156.24,13.655,13.713,13.928,14.019,189743.18,196156.24,1.07,289859.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"81" ,14.326,14.359,14.441,58929.12,217137.39,1.64,1.01,0.21,0.116,0.068,221271.00,242586.00,14.292,14.326,14.400,14.557,221271.00,242586.00,7.05,286291.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"82" ,14.914,14.938,15.005,69853.55,202094.20,1.53,1.19,0.19,0.091,0.090,362417.00,407462.00,14.400,14.557,14.955,15.071,361706.36,407462.00,6.67,444041.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"83" ,15.270,15.311,15.344,401379.56,806695.16,6.10,6.86,0.77,0.075,0.032,572150.00,697025.00,14.955,15.071,15.336,15.352,561920.63,580105.68,1.78,973403.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\081-Co4M-3.D" ,"84" ,15.344,15.386,15.444,209927.58,1025649.35,7.75,3.59,0.98,0.099,0.141,697025.00,731361.00,15.336,15.352,15.410,15.477,580105.68,604348.35,1.83,800132.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D"," +EI TIC Scan 082-Co4M-4.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D"," +EI TIC Scan 082-Co4M-4.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"1" ,3.145,3.170,3.211,349935.52,553538.27,4.70,7.36,0.54,0.066,0.020,255949.00,267248.00,3.095,3.145,3.195,3.228,221918.52,222097.09,2.34,571921.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"2" ,3.228,3.245,3.261,199943.67,250340.51,2.12,4.21,0.24,0.033,0.020,256251.00,263554.00,3.195,3.228,3.261,3.311,222141.73,222230.97,1.33,422130.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"3" ,3.278,3.336,3.360,456312.18,646849.08,5.49,9.60,0.63,0.083,0.016,276104.00,252465.00,3.261,3.311,3.360,3.369,222275.62,222498.79,0.67,678744.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"4" ,3.360,3.385,3.427,520846.25,553984.26,4.70,10.96,0.54,0.066,0.014,252465.00,243665.00,3.360,3.369,3.427,3.435,222498.79,222677.32,0.97,743412.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"5" ,3.427,3.443,3.509,148228.04,225356.42,1.91,3.12,0.22,0.082,0.018,243665.00,222899.19,3.427,3.435,3.510,3.543,222677.32,222899.19,2.20,370950.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"6" ,3.543,3.559,3.592,524186.58,578212.28,4.91,11.03,0.57,0.049,0.017,222991.37,279148.00,3.510,3.543,3.584,3.609,222991.37,223123.66,3.72,747221.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"7" ,3.592,3.626,3.667,387370.05,636853.82,5.40,8.15,0.62,0.075,0.019,279148.00,266936.00,3.584,3.609,3.650,3.675,223123.66,223324.56,1.20,610583.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"8" ,3.667,3.683,3.708,137332.85,228343.93,1.94,2.89,0.22,0.041,0.028,266936.00,241946.00,3.650,3.675,3.708,3.717,223324.56,223436.12,1.00,360702.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"9" ,3.708,3.733,3.757,240352.92,320835.56,2.72,5.06,0.31,0.049,0.022,241946.00,223568.16,3.708,3.717,3.750,3.775,223436.12,223568.16,0.67,463856.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"10" ,3.783,3.799,3.837,1155460.39,1022173.64,8.67,24.31,1.00,0.055,0.012,246260.00,223784.06,3.750,3.775,3.849,3.874,223636.97,223784.06,1.03,1379142.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"11" ,3.948,3.982,4.056,2552343.40,3408010.21,28.91,53.70,3.33,0.108,0.016,268044.00,235488.00,3.915,3.940,4.040,4.056,224083.31,224373.45,2.96,2776516.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"12" ,4.056,4.089,4.132,351260.26,785626.40,6.66,7.39,0.77,0.076,0.030,235488.00,224578.58,4.040,4.056,4.139,4.147,224373.45,224578.58,1.27,575723.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"13" ,4.152,4.172,4.197,639490.09,663538.07,5.63,13.45,0.65,0.045,0.017,224631.91,226279.00,4.139,4.147,4.189,4.214,224631.91,224752.87,0.97,864176.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"14" ,4.197,4.230,4.298,677660.89,683365.43,5.80,14.26,0.67,0.101,0.015,226279.00,225024.64,4.189,4.214,4.296,4.313,224752.87,225024.64,1.33,902503.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"15" ,4.314,4.346,4.396,162724.43,346668.93,2.94,3.42,0.34,0.081,0.040,225069.32,234963.00,4.296,4.313,4.379,4.396,225069.32,225288.50,1.12,387879.00,,,  ,204.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"16" ,4.396,4.412,4.460,123673.90,159900.29,1.36,2.60,0.16,0.065,0.014,234963.00,225462.61,4.379,4.396,4.462,4.479,225288.50,225462.61,0.97,349007.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"17" ,4.523,4.545,4.564,281740.80,250234.62,2.12,5.93,0.24,0.041,0.014,225630.67,225741.12,4.520,4.528,4.570,4.603,225630.67,225741.12,1.03,507431.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"18" ,4.641,4.669,4.692,1236490.06,1109906.74,9.42,26.02,1.08,0.051,0.014,225948.34,226085.75,4.628,4.636,4.694,4.719,225948.34,226085.75,1.21,1462515.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"19" ,4.744,4.760,4.826,639566.57,1042762.92,8.85,13.46,1.02,0.083,0.017,228717.00,287827.00,4.694,4.719,4.810,4.826,226225.83,226449.01,4.57,865837.00,,,  ,219.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"20" ,4.859,4.884,4.917,3124574.79,4159734.38,35.29,65.74,4.07,0.058,0.019,338064.00,506283.00,4.810,4.826,4.909,4.926,226538.25,226694.50,1.38,3351180.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"21" ,4.917,4.942,5.007,511096.58,1052882.90,8.93,10.75,1.03,0.089,0.047,506283.00,226934.79,4.909,4.926,5.017,5.083,226694.50,226934.79,0.71,737858.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"22" ,5.088,5.108,5.154,1301662.16,1258464.27,10.68,27.39,1.23,0.066,0.014,222835.44,224118.45,5.017,5.083,5.158,5.182,222835.44,224118.45,1.05,1524889.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"23" ,5.260,5.282,5.332,139756.90,321267.22,2.73,2.94,0.31,0.073,0.044,220815.43,222228.73,5.207,5.257,5.323,5.348,220815.43,222228.73,1.95,361003.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"24" ,5.441,5.456,5.497,511429.67,576885.09,4.89,10.76,0.56,0.056,0.017,224339.44,230342.00,5.390,5.414,5.489,5.514,224339.44,225433.46,2.36,736058.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"25" ,5.497,5.539,5.555,1765540.09,1911609.16,16.22,37.15,1.87,0.058,0.017,230342.00,262058.00,5.489,5.514,5.555,5.563,225433.46,226561.09,0.73,1991779.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"26" ,5.588,5.638,5.713,4752895.34,11787418.72,100.00,100.00,11.52,0.124,0.028,323114.00,736672.00,5.555,5.563,5.704,5.713,227205.12,229621.14,1.68,4981067.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"27" ,5.713,5.729,5.770,2538232.68,3159273.57,26.80,53.40,3.09,0.058,0.017,736672.00,431922.00,5.704,5.713,5.762,5.787,229621.14,230748.44,1.15,2768176.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"28" ,5.787,5.804,5.820,488990.20,611734.59,5.19,10.29,0.60,0.033,0.021,412854.00,323135.00,5.762,5.787,5.820,5.828,231070.62,231714.98,0.60,720383.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"29" ,5.820,5.837,5.870,180102.17,354952.57,3.01,3.79,0.35,0.050,0.071,323135.00,307581.00,5.820,5.828,5.853,5.895,231714.98,232681.19,3.50,412139.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"30" ,5.928,5.953,6.011,2010283.24,2215466.49,18.80,42.30,2.17,0.083,0.014,314483.00,287202.00,5.853,5.895,6.052,6.085,233808.50,235419.39,1.04,2244575.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"31" ,6.085,6.102,6.151,220550.95,437813.62,3.71,4.64,0.43,0.066,0.028,265603.00,265536.00,6.052,6.085,6.151,6.176,236868.87,238157.27,1.50,457742.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"32" ,6.151,6.209,6.234,202532.43,389206.71,3.30,4.26,0.38,0.083,0.032,265536.00,243366.00,6.151,6.176,6.226,6.301,238157.27,239767.84,0.26,441817.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"33" ,6.317,6.359,6.411,1854153.43,2313992.49,19.63,39.01,2.26,0.094,0.017,289578.00,246799.07,6.226,6.301,6.408,6.441,244713.07,246799.07,1.01,2099789.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"34" ,6.474,6.499,6.564,238826.68,570571.12,4.84,5.02,0.56,0.090,0.047,256122.00,250217.22,6.408,6.441,6.566,6.574,248217.82,250217.22,3.00,487598.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"35" ,6.576,6.624,6.681,2785383.56,3631033.68,30.80,58.60,3.55,0.106,0.019,250472.34,265424.00,6.566,6.574,6.673,6.723,250472.34,252829.56,0.62,3036922.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"36" ,6.723,6.756,6.797,1025303.98,1171658.27,9.94,21.57,1.15,0.074,0.018,252434.00,241365.39,6.673,6.723,6.806,6.831,240257.57,241365.39,0.70,1266055.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"37" ,6.875,6.897,6.951,190808.94,350195.56,2.97,4.01,0.34,0.076,0.028,235033.83,234462.93,6.806,6.831,6.955,6.980,235033.83,234462.93,3.24,425678.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"38" ,6.982,7.029,7.054,1123373.34,1475260.92,12.52,23.64,1.44,0.072,0.019,244324.56,271280.00,6.955,6.980,7.046,7.062,244324.56,242502.96,0.65,1366502.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\082-Co4M-4.D" ,"39" ,7.054,7.079,7.137,1702283.74,2748873.21,23.32,35.82,2.69,0.083,0.019,271280.00,285116.00,7.046,7.062,7.129,7.137,242502.96,240417.71,3.23,1944161.00,,,  ,91.1,,,,,,,,,,,
